year,GEOID,NAME,variable,estimate,moe
2017,4748000,"Memphis city, Tennessee",B25074_062,0,208
2018,4748000,"Memphis city, Tennessee",B25074_062,0,211
2019,4748000,"Memphis city, Tennessee",B25074_062,75,132
2014,4748000,"Memphis city, Tennessee",B25074_063,0,198
2015,4748000,"Memphis city, Tennessee",B25074_063,0,200
2016,4748000,"Memphis city, Tennessee",B25074_063,0,204
2017,4748000,"Memphis city, Tennessee",B25074_063,0,208
2018,4748000,"Memphis city, Tennessee",B25074_063,0,211
2019,4748000,"Memphis city, Tennessee",B25074_063,0,216
2014,4748000,"Memphis city, Tennessee",B25074_064,172,146
2015,4748000,"Memphis city, Tennessee",B25074_064,120,136
2016,4748000,"Memphis city, Tennessee",B25074_064,274,205
2017,4748000,"Memphis city, Tennessee",B25074_064,0,208
2018,4748000,"Memphis city, Tennessee",B25074_064,209,215
2019,4748000,"Memphis city, Tennessee",B25074_064,642,567
2005,4748000,"Memphis city, Tennessee",B25077_001,86200,1665
2006,4748000,"Memphis city, Tennessee",B25077_001,90900,2477
2007,4748000,"Memphis city, Tennessee",B25077_001,97300,2258
2008,4748000,"Memphis city, Tennessee",B25077_001,99900,3173
2009,4748000,"Memphis city, Tennessee",B25077_001,101400,3568
2010,4748000,"Memphis city, Tennessee",B25077_001,100500,2931
2011,4748000,"Memphis city, Tennessee",B25077_001,96000,3964
2012,4748000,"Memphis city, Tennessee",B25077_001,92900,2895
2013,4748000,"Memphis city, Tennessee",B25077_001,89400,2708
2014,4748000,"Memphis city, Tennessee",B25077_001,91800,2890
2015,4748000,"Memphis city, Tennessee",B25077_001,94400,3827
2016,4748000,"Memphis city, Tennessee",B25077_001,96800,3584
2017,4748000,"Memphis city, Tennessee",B25077_001,98700,3544
2018,4748000,"Memphis city, Tennessee",B25077_001,103700,7039
2019,4748000,"Memphis city, Tennessee",B25077_001,115900,5537
2005,4748000,"Memphis city, Tennessee",B25106_001,261983,4867
2006,4748000,"Memphis city, Tennessee",B25106_001,248836,5436
2007,4748000,"Memphis city, Tennessee",B25106_001,250885,4727
2008,4748000,"Memphis city, Tennessee",B25106_001,244929,4698
2009,4748000,"Memphis city, Tennessee",B25106_001,254006,4635
2010,4748000,"Memphis city, Tennessee",B25106_001,241400,4203
2011,4748000,"Memphis city, Tennessee",B25106_001,245836,4445
2012,4748000,"Memphis city, Tennessee",B25106_001,247478,3642
2013,4748000,"Memphis city, Tennessee",B25106_001,250302,4332
2014,4748000,"Memphis city, Tennessee",B25106_001,250553,3753
2015,4748000,"Memphis city, Tennessee",B25106_001,250324,4428
2016,4748000,"Memphis city, Tennessee",B25106_001,256973,4572
2017,4748000,"Memphis city, Tennessee",B25106_001,246518,4056
2018,4748000,"Memphis city, Tennessee",B25106_001,252517,4720
2019,4748000,"Memphis city, Tennessee",B25106_001,254423,4870
2005,4748000,"Memphis city, Tennessee",B25106_002,142030,3998
2006,4748000,"Memphis city, Tennessee",B25106_002,136669,4519
2007,4748000,"Memphis city, Tennessee",B25106_002,133321,4242
2008,4748000,"Memphis city, Tennessee",B25106_002,135138,3834
2009,4748000,"Memphis city, Tennessee",B25106_002,134934,4791
2010,4748000,"Memphis city, Tennessee",B25106_002,125745,3852
2011,4748000,"Memphis city, Tennessee",B25106_002,121164,4216
2012,4748000,"Memphis city, Tennessee",B25106_002,123895,4121
2013,4748000,"Memphis city, Tennessee",B25106_002,120557,4381
2014,4748000,"Memphis city, Tennessee",B25106_002,119076,4245
2015,4748000,"Memphis city, Tennessee",B25106_002,117567,3889
2016,4748000,"Memphis city, Tennessee",B25106_002,112762,3927
2017,4748000,"Memphis city, Tennessee",B25106_002,113341,3325
2018,4748000,"Memphis city, Tennessee",B25106_002,117384,4301
2019,4748000,"Memphis city, Tennessee",B25106_002,118107,4631
2005,4748000,"Memphis city, Tennessee",B25106_003,23736,2183
2006,4748000,"Memphis city, Tennessee",B25106_003,21458,2217
2007,4748000,"Memphis city, Tennessee",B25106_003,21108,2210
2008,4748000,"Memphis city, Tennessee",B25106_003,19919,1803
2009,4748000,"Memphis city, Tennessee",B25106_003,21749,2390
2010,4748000,"Memphis city, Tennessee",B25106_003,15538,1933
2011,4748000,"Memphis city, Tennessee",B25106_003,18288,2019
2012,4748000,"Memphis city, Tennessee",B25106_003,19605,1969
2013,4748000,"Memphis city, Tennessee",B25106_003,16785,1817
2014,4748000,"Memphis city, Tennessee",B25106_003,19928,1907
2015,4748000,"Memphis city, Tennessee",B25106_003,17019,1601
2016,4748000,"Memphis city, Tennessee",B25106_003,15332,1720
2017,4748000,"Memphis city, Tennessee",B25106_003,16821,1898
2018,4748000,"Memphis city, Tennessee",B25106_003,15719,2261
2019,4748000,"Memphis city, Tennessee",B25106_003,13435,1799
2005,4748000,"Memphis city, Tennessee",B25106_004,1723,606
2006,4748000,"Memphis city, Tennessee",B25106_004,1046,378
2007,4748000,"Memphis city, Tennessee",B25106_004,1367,603
2008,4748000,"Memphis city, Tennessee",B25106_004,1471,588
2009,4748000,"Memphis city, Tennessee",B25106_004,971,370
2010,4748000,"Memphis city, Tennessee",B25106_004,1201,599
2011,4748000,"Memphis city, Tennessee",B25106_004,1287,454
2012,4748000,"Memphis city, Tennessee",B25106_004,1181,375
2013,4748000,"Memphis city, Tennessee",B25106_004,1379,593
2014,4748000,"Memphis city, Tennessee",B25106_004,1514,463
2015,4748000,"Memphis city, Tennessee",B25106_004,1321,448
2016,4748000,"Memphis city, Tennessee",B25106_004,1365,465
2017,4748000,"Memphis city, Tennessee",B25106_004,1683,699
2018,4748000,"Memphis city, Tennessee",B25106_004,1396,548
2019,4748000,"Memphis city, Tennessee",B25106_004,866,372
2005,4748000,"Memphis city, Tennessee",B25106_005,2694,801
2006,4748000,"Memphis city, Tennessee",B25106_005,2253,639
2007,4748000,"Memphis city, Tennessee",B25106_005,2347,664
2008,4748000,"Memphis city, Tennessee",B25106_005,2923,847
2009,4748000,"Memphis city, Tennessee",B25106_005,2831,801
2010,4748000,"Memphis city, Tennessee",B25106_005,1941,643
2011,4748000,"Memphis city, Tennessee",B25106_005,2222,742
2012,4748000,"Memphis city, Tennessee",B25106_005,2476,809
2013,4748000,"Memphis city, Tennessee",B25106_005,2693,722
2014,4748000,"Memphis city, Tennessee",B25106_005,2492,784
2015,4748000,"Memphis city, Tennessee",B25106_005,3193,727
2016,4748000,"Memphis city, Tennessee",B25106_005,2220,691
2017,4748000,"Memphis city, Tennessee",B25106_005,2133,616
2018,4748000,"Memphis city, Tennessee",B25106_005,2348,847
2019,4748000,"Memphis city, Tennessee",B25106_005,1606,626
2005,4748000,"Memphis city, Tennessee",B25106_006,19319,2142
2006,4748000,"Memphis city, Tennessee",B25106_006,18159,2061
2007,4748000,"Memphis city, Tennessee",B25106_006,17394,2166
2008,4748000,"Memphis city, Tennessee",B25106_006,15525,1702
2009,4748000,"Memphis city, Tennessee",B25106_006,17947,2245
2010,4748000,"Memphis city, Tennessee",B25106_006,12396,1724
2011,4748000,"Memphis city, Tennessee",B25106_006,14779,1882
2012,4748000,"Memphis city, Tennessee",B25106_006,15948,1770
2013,4748000,"Memphis city, Tennessee",B25106_006,12713,1521
2014,4748000,"Memphis city, Tennessee",B25106_006,15922,1629
2015,4748000,"Memphis city, Tennessee",B25106_006,12505,1593
2016,4748000,"Memphis city, Tennessee",B25106_006,11747,1536
2017,4748000,"Memphis city, Tennessee",B25106_006,13005,1635
2018,4748000,"Memphis city, Tennessee",B25106_006,11975,2017
2019,4748000,"Memphis city, Tennessee",B25106_006,10963,1708
2005,4748000,"Memphis city, Tennessee",B25106_007,27911,3366
2006,4748000,"Memphis city, Tennessee",B25106_007,28485,2722
2007,4748000,"Memphis city, Tennessee",B25106_007,22572,2167
2008,4748000,"Memphis city, Tennessee",B25106_007,21918,2243
2009,4748000,"Memphis city, Tennessee",B25106_007,23284,2752
2010,4748000,"Memphis city, Tennessee",B25106_007,21547,2314
2011,4748000,"Memphis city, Tennessee",B25106_007,20343,2266
2012,4748000,"Memphis city, Tennessee",B25106_007,21282,1854
2013,4748000,"Memphis city, Tennessee",B25106_007,19920,2221
2014,4748000,"Memphis city, Tennessee",B25106_007,19137,1948
2015,4748000,"Memphis city, Tennessee",B25106_007,19194,2114
2016,4748000,"Memphis city, Tennessee",B25106_007,16224,1844
2017,4748000,"Memphis city, Tennessee",B25106_007,17627,2050
2018,4748000,"Memphis city, Tennessee",B25106_007,16120,1989
2019,4748000,"Memphis city, Tennessee",B25106_007,13688,1839
2005,4748000,"Memphis city, Tennessee",B25106_008,7605,1654
2006,4748000,"Memphis city, Tennessee",B25106_008,6134,1000
2007,4748000,"Memphis city, Tennessee",B25106_008,4025,849
2008,4748000,"Memphis city, Tennessee",B25106_008,4468,891
2009,4748000,"Memphis city, Tennessee",B25106_008,5171,994
2010,4748000,"Memphis city, Tennessee",B25106_008,4339,975
2011,4748000,"Memphis city, Tennessee",B25106_008,4463,915
2012,4748000,"Memphis city, Tennessee",B25106_008,4687,859
2013,4748000,"Memphis city, Tennessee",B25106_008,5383,1079
2014,4748000,"Memphis city, Tennessee",B25106_008,4763,888
2015,4748000,"Memphis city, Tennessee",B25106_008,5515,1016
2016,4748000,"Memphis city, Tennessee",B25106_008,5203,882
2017,4748000,"Memphis city, Tennessee",B25106_008,5946,1323
2018,4748000,"Memphis city, Tennessee",B25106_008,5347,1129
2019,4748000,"Memphis city, Tennessee",B25106_008,3904,1029
2005,4748000,"Memphis city, Tennessee",B25106_009,4546,1263
2006,4748000,"Memphis city, Tennessee",B25106_009,3399,820
2007,4748000,"Memphis city, Tennessee",B25106_009,4389,1110
2008,4748000,"Memphis city, Tennessee",B25106_009,3815,881
2009,4748000,"Memphis city, Tennessee",B25106_009,3522,869
2010,4748000,"Memphis city, Tennessee",B25106_009,2895,859
2011,4748000,"Memphis city, Tennessee",B25106_009,3078,661
2012,4748000,"Memphis city, Tennessee",B25106_009,3714,906
2013,4748000,"Memphis city, Tennessee",B25106_009,3261,707
2014,4748000,"Memphis city, Tennessee",B25106_009,2921,900
2015,4748000,"Memphis city, Tennessee",B25106_009,3537,911
2016,4748000,"Memphis city, Tennessee",B25106_009,3234,884
2017,4748000,"Memphis city, Tennessee",B25106_009,3622,925
2018,4748000,"Memphis city, Tennessee",B25106_009,2461,655
2019,4748000,"Memphis city, Tennessee",B25106_009,2978,875
2005,4748000,"Memphis city, Tennessee",B25106_010,15760,2253
2006,4748000,"Memphis city, Tennessee",B25106_010,18952,2265
2007,4748000,"Memphis city, Tennessee",B25106_010,14158,1618
2008,4748000,"Memphis city, Tennessee",B25106_010,13635,1967
2009,4748000,"Memphis city, Tennessee",B25106_010,14591,2293
2010,4748000,"Memphis city, Tennessee",B25106_010,14313,1778
2011,4748000,"Memphis city, Tennessee",B25106_010,12802,1849
2012,4748000,"Memphis city, Tennessee",B25106_010,12881,1455
2013,4748000,"Memphis city, Tennessee",B25106_010,11276,1784
2014,4748000,"Memphis city, Tennessee",B25106_010,11453,1596
2015,4748000,"Memphis city, Tennessee",B25106_010,10142,1597
2016,4748000,"Memphis city, Tennessee",B25106_010,7787,1268
2017,4748000,"Memphis city, Tennessee",B25106_010,8059,1375
2018,4748000,"Memphis city, Tennessee",B25106_010,8312,1475
2019,4748000,"Memphis city, Tennessee",B25106_010,6806,1381
2005,4748000,"Memphis city, Tennessee",B25106_011,24893,2590
2006,4748000,"Memphis city, Tennessee",B25106_011,24256,2647
2007,4748000,"Memphis city, Tennessee",B25106_011,20489,2473
2008,4748000,"Memphis city, Tennessee",B25106_011,22280,2438
2009,4748000,"Memphis city, Tennessee",B25106_011,20782,2241
2010,4748000,"Memphis city, Tennessee",B25106_011,19576,1916
2011,4748000,"Memphis city, Tennessee",B25106_011,18061,2070
2012,4748000,"Memphis city, Tennessee",B25106_011,16016,1834
2013,4748000,"Memphis city, Tennessee",B25106_011,18930,2284
2014,4748000,"Memphis city, Tennessee",B25106_011,17038,2006
2015,4748000,"Memphis city, Tennessee",B25106_011,18276,2263
2016,4748000,"Memphis city, Tennessee",B25106_011,16704,1856
2017,4748000,"Memphis city, Tennessee",B25106_011,14755,1735
2018,4748000,"Memphis city, Tennessee",B25106_011,17275,2332
2019,4748000,"Memphis city, Tennessee",B25106_011,16859,2249
2005,4748000,"Memphis city, Tennessee",B25106_012,7348,1598
2006,4748000,"Memphis city, Tennessee",B25106_012,7100,1147
2007,4748000,"Memphis city, Tennessee",B25106_012,6266,1387
2008,4748000,"Memphis city, Tennessee",B25106_012,6941,1298
2009,4748000,"Memphis city, Tennessee",B25106_012,6382,1054
2010,4748000,"Memphis city, Tennessee",B25106_012,4859,802
2011,4748000,"Memphis city, Tennessee",B25106_012,6493,1158
2012,4748000,"Memphis city, Tennessee",B25106_012,5939,934
2013,4748000,"Memphis city, Tennessee",B25106_012,6718,1129
2014,4748000,"Memphis city, Tennessee",B25106_012,6332,1150
2015,4748000,"Memphis city, Tennessee",B25106_012,5995,1066
2016,4748000,"Memphis city, Tennessee",B25106_012,8018,1368
2017,4748000,"Memphis city, Tennessee",B25106_012,6869,1285
2018,4748000,"Memphis city, Tennessee",B25106_012,6361,1281
2019,4748000,"Memphis city, Tennessee",B25106_012,8093,1375
2005,4748000,"Memphis city, Tennessee",B25106_013,8215,1606
2006,4748000,"Memphis city, Tennessee",B25106_013,7013,1461
2007,4748000,"Memphis city, Tennessee",B25106_013,5929,1173
2008,4748000,"Memphis city, Tennessee",B25106_013,7124,1259
2009,4748000,"Memphis city, Tennessee",B25106_013,6712,1314
2010,4748000,"Memphis city, Tennessee",B25106_013,6229,1214
2011,4748000,"Memphis city, Tennessee",B25106_013,3879,792
2012,4748000,"Memphis city, Tennessee",B25106_013,4783,1045
2013,4748000,"Memphis city, Tennessee",B25106_013,5916,1328
2014,4748000,"Memphis city, Tennessee",B25106_013,5707,978
2015,4748000,"Memphis city, Tennessee",B25106_013,5935,1375
2016,4748000,"Memphis city, Tennessee",B25106_013,5181,1221
2017,4748000,"Memphis city, Tennessee",B25106_013,4432,1054
2018,4748000,"Memphis city, Tennessee",B25106_013,5617,1577
2019,4748000,"Memphis city, Tennessee",B25106_013,5015,1341
2005,4748000,"Memphis city, Tennessee",B25106_014,9330,1410
2006,4748000,"Memphis city, Tennessee",B25106_014,10143,1803
2007,4748000,"Memphis city, Tennessee",B25106_014,8294,1405
2008,4748000,"Memphis city, Tennessee",B25106_014,8215,1261
2009,4748000,"Memphis city, Tennessee",B25106_014,7688,1469
2010,4748000,"Memphis city, Tennessee",B25106_014,8488,1623
2011,4748000,"Memphis city, Tennessee",B25106_014,7689,1450
2012,4748000,"Memphis city, Tennessee",B25106_014,5294,1175
2013,4748000,"Memphis city, Tennessee",B25106_014,6296,1305
2014,4748000,"Memphis city, Tennessee",B25106_014,4999,1100
2015,4748000,"Memphis city, Tennessee",B25106_014,6346,1313
2016,4748000,"Memphis city, Tennessee",B25106_014,3505,797
2017,4748000,"Memphis city, Tennessee",B25106_014,3454,970
2018,4748000,"Memphis city, Tennessee",B25106_014,5297,1294
2019,4748000,"Memphis city, Tennessee",B25106_014,3751,1060
2005,4748000,"Memphis city, Tennessee",B25106_015,29858,2845
2006,4748000,"Memphis city, Tennessee",B25106_015,26487,2361
2007,4748000,"Memphis city, Tennessee",B25106_015,29300,2365
2008,4748000,"Memphis city, Tennessee",B25106_015,25721,2605
2009,4748000,"Memphis city, Tennessee",B25106_015,27088,2657
2010,4748000,"Memphis city, Tennessee",B25106_015,26805,2498
2011,4748000,"Memphis city, Tennessee",B25106_015,25920,2690
2012,4748000,"Memphis city, Tennessee",B25106_015,25308,2047
2013,4748000,"Memphis city, Tennessee",B25106_015,24366,2563
2014,4748000,"Memphis city, Tennessee",B25106_015,23603,2185
2015,4748000,"Memphis city, Tennessee",B25106_015,19645,1926
2016,4748000,"Memphis city, Tennessee",B25106_015,22675,2251
2017,4748000,"Memphis city, Tennessee",B25106_015,22621,2407
2018,4748000,"Memphis city, Tennessee",B25106_015,22686,2084
2019,4748000,"Memphis city, Tennessee",B25106_015,21884,2113
2005,4748000,"Memphis city, Tennessee",B25106_016,15641,2353
2006,4748000,"Memphis city, Tennessee",B25106_016,13294,1729
2007,4748000,"Memphis city, Tennessee",B25106_016,13429,1793
2008,4748000,"Memphis city, Tennessee",B25106_016,12325,1974
2009,4748000,"Memphis city, Tennessee",B25106_016,11128,1712
2010,4748000,"Memphis city, Tennessee",B25106_016,12202,1749
2011,4748000,"Memphis city, Tennessee",B25106_016,10742,1653
2012,4748000,"Memphis city, Tennessee",B25106_016,12119,1488
2013,4748000,"Memphis city, Tennessee",B25106_016,11858,1551
2014,4748000,"Memphis city, Tennessee",B25106_016,11130,1353
2015,4748000,"Memphis city, Tennessee",B25106_016,10450,1563
2016,4748000,"Memphis city, Tennessee",B25106_016,12874,1873
2017,4748000,"Memphis city, Tennessee",B25106_016,14002,1620
2018,4748000,"Memphis city, Tennessee",B25106_016,12492,1831
2019,4748000,"Memphis city, Tennessee",B25106_016,13857,1664
2005,4748000,"Memphis city, Tennessee",B25106_017,11916,2041
2006,4748000,"Memphis city, Tennessee",B25106_017,9366,1419
2007,4748000,"Memphis city, Tennessee",B25106_017,11404,1935
2008,4748000,"Memphis city, Tennessee",B25106_017,8650,1566
2009,4748000,"Memphis city, Tennessee",B25106_017,10443,1737
2010,4748000,"Memphis city, Tennessee",B25106_017,10309,1642
2011,4748000,"Memphis city, Tennessee",B25106_017,9791,1737
2012,4748000,"Memphis city, Tennessee",B25106_017,9631,1537
2013,4748000,"Memphis city, Tennessee",B25106_017,9204,1501
2014,4748000,"Memphis city, Tennessee",B25106_017,8276,1388
2015,4748000,"Memphis city, Tennessee",B25106_017,6749,1262
2016,4748000,"Memphis city, Tennessee",B25106_017,7653,1455
2017,4748000,"Memphis city, Tennessee",B25106_017,6192,1193
2018,4748000,"Memphis city, Tennessee",B25106_017,7820,1576
2019,4748000,"Memphis city, Tennessee",B25106_017,6264,1409
2005,4748000,"Memphis city, Tennessee",B25106_018,2301,694
2006,4748000,"Memphis city, Tennessee",B25106_018,3827,856
2007,4748000,"Memphis city, Tennessee",B25106_018,4467,997
2008,4748000,"Memphis city, Tennessee",B25106_018,4746,1100
2009,4748000,"Memphis city, Tennessee",B25106_018,5517,1243
2010,4748000,"Memphis city, Tennessee",B25106_018,4294,1051
2011,4748000,"Memphis city, Tennessee",B25106_018,5387,1297
2012,4748000,"Memphis city, Tennessee",B25106_018,3558,808
2013,4748000,"Memphis city, Tennessee",B25106_018,3304,980
2014,4748000,"Memphis city, Tennessee",B25106_018,4197,950
2015,4748000,"Memphis city, Tennessee",B25106_018,2446,710
2016,4748000,"Memphis city, Tennessee",B25106_018,2148,613
2017,4748000,"Memphis city, Tennessee",B25106_018,2427,859
2018,4748000,"Memphis city, Tennessee",B25106_018,2374,577
2019,4748000,"Memphis city, Tennessee",B25106_018,1763,597
2005,4748000,"Memphis city, Tennessee",B25106_019,34388,2786
2006,4748000,"Memphis city, Tennessee",B25106_019,34107,2576
2007,4748000,"Memphis city, Tennessee",B25106_019,38733,2171
2008,4748000,"Memphis city, Tennessee",B25106_019,43421,2245
2009,4748000,"Memphis city, Tennessee",B25106_019,40493,2759
2010,4748000,"Memphis city, Tennessee",B25106_019,40618,2761
2011,4748000,"Memphis city, Tennessee",B25106_019,36702,2815
2012,4748000,"Memphis city, Tennessee",B25106_019,39174,2301
2013,4748000,"Memphis city, Tennessee",B25106_019,39195,2805
2014,4748000,"Memphis city, Tennessee",B25106_019,37527,2448
2015,4748000,"Memphis city, Tennessee",B25106_019,42256,2732
2016,4748000,"Memphis city, Tennessee",B25106_019,40840,2772
2017,4748000,"Memphis city, Tennessee",B25106_019,39584,2660
2018,4748000,"Memphis city, Tennessee",B25106_019,43431,3210
2019,4748000,"Memphis city, Tennessee",B25106_019,51018,4222
2005,4748000,"Memphis city, Tennessee",B25106_020,27711,2750
2006,4748000,"Memphis city, Tennessee",B25106_020,24971,2268
2007,4748000,"Memphis city, Tennessee",B25106_020,28692,2086
2008,4748000,"Memphis city, Tennessee",B25106_020,31669,2001
2009,4748000,"Memphis city, Tennessee",B25106_020,31105,2794
2010,4748000,"Memphis city, Tennessee",B25106_020,30325,2734
2011,4748000,"Memphis city, Tennessee",B25106_020,28183,2571
2012,4748000,"Memphis city, Tennessee",B25106_020,31468,2462
2013,4748000,"Memphis city, Tennessee",B25106_020,31415,2707
2014,4748000,"Memphis city, Tennessee",B25106_020,30091,2235
2015,4748000,"Memphis city, Tennessee",B25106_020,36060,2582
2016,4748000,"Memphis city, Tennessee",B25106_020,33718,2498
2017,4748000,"Memphis city, Tennessee",B25106_020,34927,2567
2018,4748000,"Memphis city, Tennessee",B25106_020,37156,3044
2019,4748000,"Memphis city, Tennessee",B25106_020,42663,3905
2005,4748000,"Memphis city, Tennessee",B25106_021,5564,1014
2006,4748000,"Memphis city, Tennessee",B25106_021,7759,1377
2007,4748000,"Memphis city, Tennessee",B25106_021,8033,1171
2008,4748000,"Memphis city, Tennessee",B25106_021,9361,1383
2009,4748000,"Memphis city, Tennessee",B25106_021,7867,1416
2010,4748000,"Memphis city, Tennessee",B25106_021,8263,1285
2011,4748000,"Memphis city, Tennessee",B25106_021,7101,994
2012,4748000,"Memphis city, Tennessee",B25106_021,5650,1085
2013,4748000,"Memphis city, Tennessee",B25106_021,6643,1346
2014,4748000,"Memphis city, Tennessee",B25106_021,5427,1140
2015,4748000,"Memphis city, Tennessee",B25106_021,5275,980
2016,4748000,"Memphis city, Tennessee",B25106_021,6275,1434
2017,4748000,"Memphis city, Tennessee",B25106_021,3927,942
2018,4748000,"Memphis city, Tennessee",B25106_021,5347,1154
2019,4748000,"Memphis city, Tennessee",B25106_021,7643,1607
2005,4748000,"Memphis city, Tennessee",B25106_022,1113,628
2006,4748000,"Memphis city, Tennessee",B25106_022,1377,471
2007,4748000,"Memphis city, Tennessee",B25106_022,2008,641
2008,4748000,"Memphis city, Tennessee",B25106_022,2391,621
2009,4748000,"Memphis city, Tennessee",B25106_022,1521,549
2010,4748000,"Memphis city, Tennessee",B25106_022,2030,790
2011,4748000,"Memphis city, Tennessee",B25106_022,1418,561
2012,4748000,"Memphis city, Tennessee",B25106_022,2056,704
2013,4748000,"Memphis city, Tennessee",B25106_022,1137,430
2014,4748000,"Memphis city, Tennessee",B25106_022,2009,782
2015,4748000,"Memphis city, Tennessee",B25106_022,921,498
2016,4748000,"Memphis city, Tennessee",B25106_022,847,452
2017,4748000,"Memphis city, Tennessee",B25106_022,730,416
2018,4748000,"Memphis city, Tennessee",B25106_022,928,415
2019,4748000,"Memphis city, Tennessee",B25106_022,712,438
2005,4748000,"Memphis city, Tennessee",B25106_023,1244,525
2006,4748000,"Memphis city, Tennessee",B25106_023,1876,757
2007,4748000,"Memphis city, Tennessee",B25106_023,1119,595
2008,4748000,"Memphis city, Tennessee",B25106_023,1879,666
2009,4748000,"Memphis city, Tennessee",B25106_023,1538,563
2010,4748000,"Memphis city, Tennessee",B25106_023,1661,654
2011,4748000,"Memphis city, Tennessee",B25106_023,1850,736
2012,4748000,"Memphis city, Tennessee",B25106_023,2510,691
2013,4748000,"Memphis city, Tennessee",B25106_023,1361,594
2014,4748000,"Memphis city, Tennessee",B25106_023,1843,583
2015,4748000,"Memphis city, Tennessee",B25106_023,1177,496
2016,4748000,"Memphis city, Tennessee",B25106_023,987,460
2017,4748000,"Memphis city, Tennessee",B25106_023,1933,661
2018,4748000,"Memphis city, Tennessee",B25106_023,2153,666
2019,4748000,"Memphis city, Tennessee",B25106_023,1223,515
2005,4748000,"Memphis city, Tennessee",B25106_024,119953,4329
2006,4748000,"Memphis city, Tennessee",B25106_024,112167,5067
2007,4748000,"Memphis city, Tennessee",B25106_024,117564,5144
2008,4748000,"Memphis city, Tennessee",B25106_024,109791,4062
2009,4748000,"Memphis city, Tennessee",B25106_024,119072,4968
2010,4748000,"Memphis city, Tennessee",B25106_024,115655,4165
2011,4748000,"Memphis city, Tennessee",B25106_024,124672,4416
2012,4748000,"Memphis city, Tennessee",B25106_024,123583,4433
2013,4748000,"Memphis city, Tennessee",B25106_024,129745,4668
2014,4748000,"Memphis city, Tennessee",B25106_024,131477,3999
2015,4748000,"Memphis city, Tennessee",B25106_024,132757,5286
2016,4748000,"Memphis city, Tennessee",B25106_024,144211,4748
2017,4748000,"Memphis city, Tennessee",B25106_024,133177,4394
2018,4748000,"Memphis city, Tennessee",B25106_024,135133,5287
2019,4748000,"Memphis city, Tennessee",B25106_024,136316,4609
2005,4748000,"Memphis city, Tennessee",B25106_025,50979,3913
2006,4748000,"Memphis city, Tennessee",B25106_025,43170,3685
2007,4748000,"Memphis city, Tennessee",B25106_025,44228,3664
2008,4748000,"Memphis city, Tennessee",B25106_025,40597,3125
2009,4748000,"Memphis city, Tennessee",B25106_025,46888,3318
2010,4748000,"Memphis city, Tennessee",B25106_025,43165,3641
2011,4748000,"Memphis city, Tennessee",B25106_025,44088,3132
2012,4748000,"Memphis city, Tennessee",B25106_025,45961,3062
2013,4748000,"Memphis city, Tennessee",B25106_025,41608,3265
2014,4748000,"Memphis city, Tennessee",B25106_025,43319,3210
2015,4748000,"Memphis city, Tennessee",B25106_025,40362,3268
2016,4748000,"Memphis city, Tennessee",B25106_025,42857,3160
2017,4748000,"Memphis city, Tennessee",B25106_025,37130,3125
2018,4748000,"Memphis city, Tennessee",B25106_025,44649,4302
2019,4748000,"Memphis city, Tennessee",B25106_025,36790,3448
2005,4748000,"Memphis city, Tennessee",B25106_026,805,342
2006,4748000,"Memphis city, Tennessee",B25106_026,950,509
2007,4748000,"Memphis city, Tennessee",B25106_026,1087,528
2008,4748000,"Memphis city, Tennessee",B25106_026,1008,535
2009,4748000,"Memphis city, Tennessee",B25106_026,756,470
2010,4748000,"Memphis city, Tennessee",B25106_026,1007,433
2011,4748000,"Memphis city, Tennessee",B25106_026,538,379
2012,4748000,"Memphis city, Tennessee",B25106_026,393,330
2013,4748000,"Memphis city, Tennessee",B25106_026,882,528
2014,4748000,"Memphis city, Tennessee",B25106_026,347,228
2015,4748000,"Memphis city, Tennessee",B25106_026,1147,496
2016,4748000,"Memphis city, Tennessee",B25106_026,243,185
2017,4748000,"Memphis city, Tennessee",B25106_026,484,306
2018,4748000,"Memphis city, Tennessee",B25106_026,774,567
2019,4748000,"Memphis city, Tennessee",B25106_026,494,391
2005,4748000,"Memphis city, Tennessee",B25106_027,3459,1126
2006,4748000,"Memphis city, Tennessee",B25106_027,3265,912
2007,4748000,"Memphis city, Tennessee",B25106_027,2609,910
2008,4748000,"Memphis city, Tennessee",B25106_027,2305,758
2009,4748000,"Memphis city, Tennessee",B25106_027,2913,817
2010,4748000,"Memphis city, Tennessee",B25106_027,2440,918
2011,4748000,"Memphis city, Tennessee",B25106_027,2226,731
2012,4748000,"Memphis city, Tennessee",B25106_027,3164,841
2013,4748000,"Memphis city, Tennessee",B25106_027,2641,820
2014,4748000,"Memphis city, Tennessee",B25106_027,2484,585
2015,4748000,"Memphis city, Tennessee",B25106_027,1879,648
2016,4748000,"Memphis city, Tennessee",B25106_027,2143,703
2017,4748000,"Memphis city, Tennessee",B25106_027,2649,849
2018,4748000,"Memphis city, Tennessee",B25106_027,2043,653
2019,4748000,"Memphis city, Tennessee",B25106_027,2555,1229
2005,4748000,"Memphis city, Tennessee",B25106_028,46715,3812
2006,4748000,"Memphis city, Tennessee",B25106_028,38955,3605
2007,4748000,"Memphis city, Tennessee",B25106_028,40532,3654
2008,4748000,"Memphis city, Tennessee",B25106_028,37284,3184
2009,4748000,"Memphis city, Tennessee",B25106_028,43219,3081
2010,4748000,"Memphis city, Tennessee",B25106_028,39718,3515
2011,4748000,"Memphis city, Tennessee",B25106_028,41324,3169
